pin_nbr,pin,the_geom,low_address,high_address,street_direction,street_name,street_type,community,ward,status
20154110030000,20-15-411-003,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6119790114885,41.7835291607826],[-87.6119810230256,41.783611392261],[-87.6115330196802,41.783619829895],[-87.6115310826573,41.7835375439922],[-87.6119790114885,41.7835291607826]]]]}",6111,,S,RHODES,AVE,WOODLAWN,20,sold
20154110360000,20-15-411-036,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6110002409703,41.7823676657216],[-87.6109969414634,41.7822304305836],[-87.6114405338441,41.7822221319626],[-87.6114438349126,41.7823593122137],[-87.6114444803393,41.7823867591477],[-87.6110008868238,41.7823950577747],[-87.6110002409703,41.7823676657216]]]]}",6156,6158,S,ST LAWRENCE,AVE,WOODLAWN,20,sold
20154190080000,20-15-419-008,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6119231008625,41.781190017802],[-87.6119251122972,41.7812722493136],[-87.6114707448455,41.7812807565419],[-87.6114687346069,41.7811984701452],[-87.6119231008625,41.781190017802]]]]}",6229,6229,S,RHODES,AVE,WOODLAWN,20,sold
20161130280000,20-16-113-028,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6427329320395,41.7898868722471],[-87.6431889752878,41.7898778673273],[-87.6431907622282,41.7899437409363],[-87.6427345724339,41.7899526900957],[-87.6427329320395,41.7898868722471]]]]}",5724,5724,S,UNION,AVE,ENGLEWOOD,20,sold
20161130300000,20-16-113-030,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6427295405236,41.7897518878525],[-87.6431853622251,41.7897429364992],[-87.6431871936484,41.7898114997778],[-87.6427312247934,41.7898204502528],[-87.6427295405236,41.7897518878525]]]]}",5730,5730,S,UNION,AVE,ENGLEWOOD,20,sold
20162010410000,20-16-201-041,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6335263973754,41.7913736107467],[-87.6339542499551,41.7913682578913],[-87.6339565675206,41.7914519178102],[-87.6335285677133,41.7914572697764],[-87.6335263973754,41.7913736107467]]]]}",5643,5643,S,SHIELDS,AVE,ENGLEWOOD,3,sold
20162010630000,20-16-201-063,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6330688220512,41.7925869247537],[-87.6335298363631,41.7925812816628],[-87.6335315084721,41.7926500636182],[-87.63307049307,41.792655761594],[-87.6330688220512,41.7925869247537]]]]}",5564,5564,S,PRINCETON,AVE,ENGLEWOOD,3,sold
20162010840000,20-16-201-084,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6330330429504,41.79109677953],[-87.6334603982684,41.7910897789086],[-87.6334621960617,41.7911604826478],[-87.6330347669387,41.7911674828252],[-87.6330330429504,41.79109677953]]]]}",5652,,S,PRINCETON,AVE,ENGLEWOOD,3,sold
20162070290000,20-16-207-029,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6266031904589,41.7920433695303],[-87.626605003636,41.7921119877921],[-87.6262380864858,41.7921178530069],[-87.6262362737,41.7920492347423],[-87.6266031904589,41.7920433695303]]]]}",5621,5623,S,LAFAYETTE,AV,WASHINGTON PARK,3,sold
20162070300000,20-16-207-030,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6266014198742,41.7919775506997],[-87.6266031904589,41.7920433695303],[-87.6262362737,41.7920492347423],[-87.6262345768268,41.7919834163605],[-87.6266014198742,41.7919775506997]]]]}",5623,,S,LAFAYETTE,AV,WASHINGTON PARK,3,sold
20162080090000,20-16-208-009,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6341942290267,41.7912931530822],[-87.6341923773491,41.7912273338545],[-87.6346218607886,41.7912202869791],[-87.6346237129056,41.7912861062033],[-87.6346237564402,41.7912888507533],[-87.634194272543,41.7912958976322],[-87.6341942290267,41.7912931530822]]]]}",5648,5648,S,SHIELDS,AVE,ENGLEWOOD,3,sold
20162090390000,20-16-209-039,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6334340640777,41.7900857039681],[-87.6334358845152,41.7901543222008],[-87.6330040506791,41.7901623382682],[-87.6330022307021,41.7900937200323],[-87.6334340640777,41.7900857039681]]]]}",5722,5722,S,PRINCETON,AVE,ENGLEWOOD,20,sold
20162210160000,20-16-221-016,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6263984128412,41.7887334897],[-87.6263911594044,41.7884591811299],[-87.6265084487503,41.7884570487869],[-87.6265196907743,41.7888823724971],[-87.6265217115419,41.788958785846],[-87.6264044224874,41.7889608084312],[-87.6264024006531,41.7888845048453],[-87.6263984128412,41.7887334897]]]]}",5801,5801,S,LAFAYETTE,AVE,WASHINGTON PARK,20,sold
20162210170000,20-16-221-017,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6265066351225,41.7883884853637],[-87.6265084487503,41.7884570487869],[-87.6263911594044,41.7884591811299],[-87.6261408094715,41.7884637874559],[-87.6261390701707,41.7883951695994],[-87.6265066351225,41.7883884853637]]]]}",5817,5817,S,LAFAYETTE,AVE,WASHINGTON PARK,20,sold
20163010620000,20-16-301-062,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6416369934832,41.7847259578627],[-87.6416456559961,41.785093525158],[-87.6415544868646,41.7850950069737],[-87.6415458213327,41.784727768969],[-87.6416369934832,41.7847259578627]]]]}",638,638,E,60TH,ST,ENGLEWOOD,20,sold
20163080150000,20-16-308-015,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6438525502293,41.7834915029152],[-87.6439441576083,41.7834899670156],[-87.643952499307,41.7838134041376],[-87.6438609636187,41.7838150502449],[-87.6438525502293,41.7834915029152]]]]}",734,,W,61ST,ST,ENGLEWOOD,16,sold
20163110040000,20-16-311-004,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.639074805614,41.7848359163879],[-87.6391093514611,41.7848353567525],[-87.6391847505588,41.7848341657906],[-87.6391928620447,41.785156339383],[-87.6391174607934,41.7851576949939],[-87.6390829141811,41.7851583095126],[-87.639074805614,41.7848359163879]]]]}",537,537,W,60TH,ST,ENGLEWOOD,20,sold
20163110180000,20-16-311-018-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6386410580208,41.7844675355227],[-87.638732885656,41.7844661148851],[-87.6388032968549,41.7844650037862],[-87.6388122637206,41.784796074089],[-87.6387411182861,41.7847972356393],[-87.6386493635065,41.7847986567232],[-87.6386106367903,41.7847993007089],[-87.6386016715544,41.7844681755161],[-87.6386410580208,41.7844675355227]]]]}",524,526,W,60TH,PL,ENGLEWOOD,20,sold
20163150100000,20-16-315-010,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6438243526459,41.7829680525369],[-87.643833294503,41.7833107033247],[-87.6437104420618,41.7833128199807],[-87.6437015718325,41.7829703891576],[-87.6438243526459,41.7829680525369]]]]}",731,,W,61ST,ST,ENGLEWOOD,16,sold
20163170180000,20-16-317-018,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6369330457936,41.7827214315952],[-87.6369719912453,41.7827207894989],[-87.6370637442681,41.7827192599676],[-87.6370726037978,41.7830526350439],[-87.6369808497059,41.7830542194608],[-87.6369419040523,41.7830548615585],[-87.6369330457936,41.7827214315952]]]]}",448,,W,61ST,PL,ENGLEWOOD,20,sold
20163180330000,20-16-318-033,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6417367626065,41.7820953887515],[-87.6417457573729,41.782445724066],[-87.6416540751773,41.7824475321934],[-87.6416450814997,41.7820971419934],[-87.6417367626065,41.7820953887515]]]]}",643,643,W,61ST,PL,ENGLEWOOD,16,sold
20163180340000,20-16-318-034,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6416450814997,41.7820971419934],[-87.6416540751773,41.7824475321934],[-87.641562465713,41.7824493955714],[-87.641553474304,41.7820988407214],[-87.6416450814997,41.7820971419934]]]]}",643,643,W,61ST,PL,ENGLEWOOD,16,sold
20163190130000,20-16-319-013,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6382951668393,41.7821843901971],[-87.6383871414258,41.7821826414046],[-87.6383960421478,41.7825128332934],[-87.6383040664967,41.7825146369716],[-87.6382121635742,41.7825164959019],[-87.6381761506797,41.7825172110498],[-87.6381671807247,41.7821867442981],[-87.6382031928415,41.7821860840337],[-87.6382951668393,41.7821843901971]]]]}",515,517,W,61ST,PL,ENGLEWOOD,20,sold
20163220100000,20-16-322-010,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6384291370721,41.7812746452324],[-87.6384379523126,41.7816263518863],[-87.6383609420503,41.7816276972753],[-87.6383521284159,41.7812758808543],[-87.6384291370721,41.7812746452324]]]]}",519,,W,62ND,ST,ENGLEWOOD,20,sold
20163230220000,20-16-323-022,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6368354627244,41.7809036261865],[-87.6368447747784,41.781256049499],[-87.636661055301,41.7812588873083],[-87.6366516709295,41.7809064635441],[-87.6368354627244,41.7809036261865]]]]}",442,442,W,ENGLEWOOD,AVE,ENGLEWOOD,20,sold
20164000030000,20-16-400-003,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6346796279313,41.7867716014005],[-87.6346886500846,41.7871091487153],[-87.6344826111882,41.7871127803306],[-87.6344735883275,41.7867753976545],[-87.6346796279313,41.7867716014005]]]]}",343,343,W,59TH,ST,ENGLEWOOD,20,sold
20164020220000,20-16-402-022,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6341244886148,41.7854818116709],[-87.6341336878012,41.7858230375225],[-87.6339504625619,41.7858264228393],[-87.63394126554,41.7854850872165],[-87.6341244886148,41.7854818116709]]]]}",330,330,W,60TH,ST,ENGLEWOOD,20,sold
20164020230000,20-16-402-023,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.63394126554,41.7854850872165],[-87.6339504625619,41.7858264228393],[-87.6338148404861,41.7858289451335],[-87.6338056453768,41.7854874997412],[-87.63394126554,41.7854850872165]]]]}",326,326,W,60TH,ST,ENGLEWOOD,20,sold
20164070120000,20-16-407-012,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6332840674652,41.784971085842],[-87.6333427443632,41.7849701261284],[-87.6338946000946,41.7849611380702],[-87.6339040668828,41.7853046159141],[-87.6333521998482,41.7853143723444],[-87.6332935953678,41.7853153873894],[-87.6332840674652,41.784971085842]]]]}",313,327,W,60TH,ST,ENGLEWOOD,20,sold
20164150440000,20-16-415-044,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6340051148868,41.7829499728909],[-87.6340060619965,41.7829910332209],[-87.6339144617597,41.7829919574957],[-87.6338228615212,41.7829928816974],[-87.6337311873586,41.7829938602616],[-87.6336395137909,41.7829947838705],[-87.6335479135475,41.7829957078529],[-87.6334562399765,41.7829966313155],[-87.6333828275538,41.782997391539],[-87.6333743056107,41.7826549621074],[-87.6335685934008,41.7826516999639],[-87.6335896621651,41.7826630798812],[-87.6335981863616,41.7826681812938],[-87.6336066372339,41.7826732822591],[-87.6336150875109,41.782678438106],[-87.6336235377892,41.7826835939523],[-87.6336319147433,41.7826887493514],[-87.6336403644276,41.7826939600786],[-87.6336487413844,41.7826991154764],[-87.6336570438235,41.7827043801914],[-87.6336654201863,41.7827095904702],[-87.6336737226282,41.782714855184],[-87.6336820250714,41.7827201198971],[-87.6336903269193,41.7827254394919],[-87.6336985560396,41.7827307037573],[-87.6337068578903,41.7827360233508],[-87.6337150858201,41.7827413973794],[-87.6337232410222,41.7827467160787],[-87.6337314689547,41.7827520901061],[-87.6337396229663,41.7827575185685],[-87.6337477775758,41.7827628921482],[-87.6337558582645,41.782768320163],[-87.6337640122802,41.7827737486237],[-87.633772092375,41.7827792315195],[-87.6337801724712,41.7827847144147],[-87.633788179243,41.7827901968628],[-87.633796259342,41.782795679757],[-87.63380426552,41.7828012170861],[-87.6338122716994,41.7828067544148],[-87.6338202045545,41.7828122912964],[-87.6338281374109,41.7828178281775],[-87.6338360696721,41.7828234199401],[-87.6338440019347,41.7828290117023],[-87.6338518602765,41.7828346578996],[-87.6338597925419,41.7828402496606],[-87.6338675775605,41.7828458954104],[-87.6338754353099,41.7828515964882],[-87.6338832203314,41.7828572422369],[-87.6338910047577,41.7828629428673],[-87.6338987891854,41.7828686434971],[-87.6339065730181,41.7828743990085],[-87.6339142835263,41.782880154073],[-87.6339219940358,41.782885909137],[-87.6339296312209,41.7828916637541],[-87.6339373411368,41.7828974736992],[-87.6339449783247,41.7829032283153],[-87.6339526143211,41.7829090926951],[-87.6339601775894,41.7829149017459],[-87.6339678135885,41.7829207661248],[-87.6339753762632,41.7829266300568],[-87.6339828656133,41.7829324935419],[-87.6339904276943,41.782938412355],[-87.6340051148868,41.7829499728909]]]]}",312,312,W,61ST,PL,ENGLEWOOD,20,sold
20164150480000,20-16-415-048,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6331726834566,41.7826583438797],[-87.6332643631136,41.782656816936],[-87.6332694146749,41.7828598153433],[-87.6331778080545,41.7828613427356],[-87.6331761173287,41.7827943168917],[-87.6331726834566,41.7826583438797]]]]}",310,310,W,61ST,PL,ENGLEWOOD,20,sold
20171020140000,20-17-102-014,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6615537119515,41.7928216303457],[-87.6620076842521,41.7928160513192],[-87.6620091685217,41.7928846671489],[-87.6615553424122,41.7928902470354],[-87.6615537119515,41.7928216303457]]]]}",5527,5527,S,LAFLIN,ST,WEST ENGLEWOOD,16,sold
20171060030000,20-17-106-003,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6567077288113,41.7932729459377],[-87.656799420979,41.7932716198515],[-87.6568911131438,41.7932702936921],[-87.6569019107602,41.7936802986574],[-87.6568102174338,41.7936816797033],[-87.6567185241045,41.793683060676],[-87.6566268307722,41.7936844415755],[-87.6566160366409,41.7932742719507],[-87.6567077288113,41.7932729459377]]]]}",1245,1251,W,GARFIELD,BLVD,WEST ENGLEWOOD,16,sold
20171200290000,20-17-120-029,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.658537747355,41.7900447933359],[-87.6589946438925,41.7900382554192],[-87.6589964915953,41.7901068734492],[-87.6585395945706,41.7901134113695],[-87.658537747355,41.7900447933359]]]]}",5710,5710,S,ADA,ST,WEST ENGLEWOOD,16,sold
20171200370000,20-17-120-037,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6585232630727,41.7894958507604],[-87.658980449047,41.7894893145939],[-87.6589822233928,41.7895579321999],[-87.658525036931,41.7895644683698],[-87.6585232630727,41.7894958507604]]]]}",5730,5730,S,ADA,,WEST ENGLEWOOD,16,sold
20171260160000,20-17-126-016,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6613727946342,41.7881782260545],[-87.6613747187518,41.7882467896331],[-87.6609217864011,41.788254183528],[-87.6609200094306,41.7881856208039],[-87.6613727946342,41.7881782260545]]]]}",5812,,S,BISHOP,ST,WEST ENGLEWOOD,16,sold
20171260170000,20-17-126-017,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6613709438518,41.788109662904],[-87.6613727946342,41.7881782260545],[-87.6609200094306,41.7881856208039],[-87.660918232463,41.7881170580789],[-87.6613709438518,41.788109662904]]]]}",5814,5814,S,BISHOP,ST,WEST ENGLEWOOD,16,sold
20172050010000,20-17-205-001,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6485520306469,41.7933904841363],[-87.6486583208387,41.7933889222527],[-87.6486699568878,41.7938048056708],[-87.6485636660088,41.7938063675598],[-87.6485520306469,41.7933904841363]]]]}",925,925,W,GARFIELD,BLVD,ENGLEWOOD,16,sold
20172080290000,20-17-208-029,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6537272519506,41.7919311795353],[-87.654184895487,41.7919246651924],[-87.65418666475,41.791993282806],[-87.6537290207255,41.7919997971523],[-87.6537272519506,41.7919311795353]]]]}",5610,5610,S,MAY,ST,ENGLEWOOD,16,sold
20172160170000,20-17-216-017,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6536537267571,41.7891368959281],[-87.6541115704176,41.7891303830281],[-87.6541137086409,41.7892126694086],[-87.6536558643949,41.7892191823127],[-87.6536537267571,41.7891368959281]]]]}",5746,5746,S,MAY,ST,ENGLEWOOD,16,sold
20172170200000,20-17-217-020,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6529580694558,41.7892315723319],[-87.6534139332428,41.7892251053738],[-87.6534157016474,41.7892937230248],[-87.6529599107077,41.7893001904206],[-87.6529580694558,41.7892315723319]]]]}",5743,5743,S,MAY,ST,ENGLEWOOD,16,sold
20172190050000,20-17-219-005,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6505512508812,41.7901589124198],[-87.6510106454794,41.7901520917959],[-87.6510124113327,41.790220709454],[-87.6505530162446,41.7902275300811],[-87.6505512508812,41.7901589124198]]]]}",5711,5711,S,CARPENTER,ST,ENGLEWOOD,16,sold
20173030260000,20-17-303-026,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6596399031544,41.785616107731],[-87.6600958853624,41.7856098344486],[-87.6600980283115,41.7856923952357],[-87.6596420455185,41.7856986685222],[-87.6596399031544,41.785616107731]]]]}",5938,,S,LOOMIS,BLVD,WEST ENGLEWOOD,16,sold
20173120260000,20-17-312-026,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6588471810705,41.7843061073823],[-87.6588488818762,41.7843747246195],[-87.6583905607203,41.7843810889961],[-87.6583888604034,41.7843124717558],[-87.6588471810705,41.7843061073823]]]]}",6018,,S,ADA,ST,WEST ENGLEWOOD,16,sold
20173120270000,20-17-312-027,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6588454069398,41.7842374897138],[-87.6588471810705,41.7843061073823],[-87.6583888604034,41.7843124717558],[-87.6583870867614,41.7842438540839],[-87.6588454069398,41.7842374897138]]]]}",6022,,S,ADA,ST,WEST ENGLEWOOD,16,sold
20173180270000,20-17-318-027,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6607616426528,41.7821544462441],[-87.6612208541078,41.7821455528411],[-87.6612225505402,41.7822148286767],[-87.6607634119164,41.782223722512],[-87.6607616426528,41.7821544462441]]]]}",6132,6132,S,BISHOP,ST,WEST ENGLEWOOD,16,sold
20173300010000,20-17-330-001,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6581305113437,41.7811391023485],[-87.6581322806399,41.7812081042357],[-87.6576890221314,41.78121373109],[-87.6576870333378,41.7811447279058],[-87.6581305113437,41.7811391023485]]]]}",6201,6201,S,ADA,ST,WEST ENGLEWOOD,16,sold
20173300070000,20-17-330-007,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6581199203835,41.7807227310621],[-87.658121738229,41.7807940933307],[-87.6576770160952,41.780799711541],[-87.6576749787716,41.7807283479754],[-87.6581199203835,41.7807227310621]]]]}",6217,6217,S,ADA,ST,WEST ENGLEWOOD,16,sold
20173310050000,20-17-331-005,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6564672868405,41.7808166304357],[-87.6569530814424,41.7808102159024],[-87.6569553667763,41.7808788366471],[-87.6569547067169,41.7808788464825],[-87.6564692783608,41.7808852494582],[-87.6564672868405,41.7808166304357]]]]}",6217,6217,S,THROOP,ST,WEST ENGLEWOOD,16,sold
20174030230000,20-17-403-023,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6508904308793,41.7854304341051],[-87.6508921220488,41.7854991611483],[-87.6504325441771,41.78550565095],[-87.6504308534984,41.7854369239038],[-87.6508904308793,41.7854304341051]]]]}",5949,5949,S,CARPENTER,ST,ENGLEWOOD,16,sold
20174060070000,20-17-406-007,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6472617584544,41.7864257444423],[-87.6472635877388,41.7864949114322],[-87.6468085502239,41.7865013040656],[-87.6468067947588,41.7864321375104],[-87.6472617584544,41.7864257444423]]]]}",5915,5915,S,PEORIA,ST,ENGLEWOOD,16,sold
20174060080000,20-17-406-008,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6472599291729,41.7863565774516],[-87.6472617584544,41.7864257444423],[-87.6468067947588,41.7864321375104],[-87.6468049659664,41.7863629705162],[-87.6472599291729,41.7863565774516]]]]}",5917,5917,S,PEORIA,ST,ENGLEWOOD,16,sold
20174110100000,20-17-411-010,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6508634854167,41.7843409009592],[-87.6508651777084,41.7844095182507],[-87.6504055337085,41.7844160624504],[-87.650403841907,41.7843474451559],[-87.6508634854167,41.7843409009592]]]]}",6023,6023,S,CARPENTER,ST,ENGLEWOOD,16,sold
20174110170000,20-17-411-017,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6503933176412,41.7839225665608],[-87.6508529575342,41.7839160772654],[-87.6508546498094,41.7839846945619],[-87.6503950827538,41.7839911842962],[-87.6503933176412,41.7839225665608]]]]}",6041,6041,S,CARPENTER,ST,ENGLEWOOD,16,sold
20174110220000,20-17-411-022,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6504738678207,41.7833943305015],[-87.6505655453892,41.7833930641671],[-87.6505950291201,41.7833926356479],[-87.6506034902804,41.783735612397],[-87.6505740063923,41.7837360409172],[-87.6504823283352,41.7837373072546],[-87.6504738678207,41.7833943305015]]]]}",1018,1018,W,61ST,ST,ENGLEWOOD,16,sold
20174110430000,20-17-411-043,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6498655082997,41.7835396179573],[-87.6498646987724,41.7835053644037],[-87.6503095213668,41.7834990086672],[-87.6503103311309,41.7835332622195],[-87.6503120228228,41.7836018795242],[-87.6498671995174,41.7836082352649],[-87.6498655082997,41.7835396179573]]]]}",6054,6054,S,MORGAN,ST,ENGLEWOOD,16,sold
20174190070000,20-17-419-007,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6499322939937,41.7828853923272],[-87.6500210372155,41.7828841638563],[-87.6501097810174,41.7828828804345],[-87.6501180947406,41.7832187761004],[-87.6500293504754,41.7832200595251],[-87.6499406067905,41.7832212879989],[-87.6498523763884,41.7832225194578],[-87.6498441373782,41.7828866242196],[-87.6499322939937,41.7828853923272]]]]}",1001,1007,W,61ST,ST,ENGLEWOOD,16,sold
20182040010000,20-18-204-001-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6691228229624,41.7931140013904],[-87.6691641935495,41.7931134721829],[-87.6693056159177,41.7931117101042],[-87.6693164629366,41.7935174881163],[-87.6691753341635,41.7935191421329],[-87.6691339638822,41.7935196164601],[-87.6691228229624,41.7931140013904]]]]}",5511,5511,S,WOOD,ST,WEST ENGLEWOOD,15,sold
20182040240000,20-18-204-024,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.668330907057,41.7928054627071],[-87.6683289760188,41.7927368443618],[-87.6687873494378,41.7927310993587],[-87.6687892809649,41.7927997176999],[-87.668330907057,41.7928054627071]]]]}",5526,5526,S,HERMITAGE,,WEST ENGLEWOOD,15,sold
20182060170000,20-18-206-017,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6658992381845,41.7931106857486],[-87.6658974564115,41.7930420682371],[-87.6663548053657,41.7930363269928],[-87.6663565876265,41.7931049445009],[-87.6658992381845,41.7931106857486]]]]}",5516,5516,S,MARSHFIELD,AVE,WEST ENGLEWOOD,16,sold
20182140030000,20-18-214-003,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.666841663882,41.7918882536865],[-87.6668434472149,41.7919568163218],[-87.6663861059544,41.7919625595688],[-87.6663843231089,41.7918939969301],[-87.6663839519866,41.7918802733406],[-87.6668412932306,41.7918744752153],[-87.666841663882,41.7918882536865]]]]}",5605,5605,S,PAULINA,ST,WEST ENGLEWOOD,16,sold
20184030400000,20-18-403-040,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6693411100778,41.7853515067125],[-87.6693393697559,41.7852856336874],[-87.6697949797008,41.7852795941757],[-87.669796720489,41.7853454671974],[-87.6693411100778,41.7853515067125]]]]}",5946,5946,S,WOOD,ST,WEST ENGLEWOOD,15,sold
20184030410000,20-18-403-041,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6693393697559,41.7852856336874],[-87.6693376294367,41.7852197606615],[-87.6697933122442,41.7852137215768],[-87.6697949797008,41.7852795941757],[-87.6693393697559,41.7852856336874]]]]}",5948,5948,S,WOOD,ST,WEST ENGLEWOOD,15,sold
20184040420000,20-18-404-042,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6681262141061,41.7852501297123],[-87.668581749388,41.7852442043518],[-87.6685835339163,41.7853128219337],[-87.6681279981486,41.7853187472978],[-87.6681262141061,41.7852501297123]]]]}",5948,5948,S,HERMITAGE,AVE,WEST ENGLEWOOD,15,sold
20184070160000,20-18-407-016,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6650172294695,41.7854279179315],[-87.6654608845239,41.7854221553796],[-87.6654626657262,41.7854907729837],[-87.6650190101987,41.7854965355389],[-87.6650172294695,41.7854279179315]]]]}",5943,5943,S,MARSHFIELD,AVE,WEST ENGLEWOOD,15,sold
20184090250000,20-18-409-025-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6717500264189,41.7847469512382],[-87.6717482875885,41.7846806940469],[-87.6722035259407,41.7846746977207],[-87.6722052691866,41.7847405707305],[-87.6717500264189,41.7847469512382]]]]}",6000,,S,WOLCOTT,AVE,WEST ENGLEWOOD,15,sold
20184090250000,20-18-409-025,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6717500264189,41.7847469512382],[-87.6717482875885,41.7846806940469],[-87.6722035259407,41.7846746977207],[-87.6722052691866,41.7847405707305],[-87.6717500264189,41.7847469512382]]]]}",6000,,S,WOLCOTT,AVE,WEST ENGLEWOOD,15,sold
20184090270000,20-18-409-027-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6717464263654,41.78461207606],[-87.6717445651453,41.7845434580723],[-87.6721998752912,41.7845375170582],[-87.6722017369968,41.7846061350421],[-87.6717464263654,41.78461207606]]]]}",6004,,S,WOLCOTT,AVE,WEST ENGLEWOOD,15,sold
20184090270000,20-18-409-027,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6717464263654,41.78461207606],[-87.6717445651453,41.7845434580723],[-87.6721998752912,41.7845375170582],[-87.6722017369968,41.7846061350421],[-87.6717464263654,41.78461207606]]]]}",6004,,S,WOLCOTT,AVE,WEST ENGLEWOOD,15,sold
20184140220000,20-18-414-022,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6656757716567,41.784345886327],[-87.6661329144205,41.784339925124],[-87.6661346229966,41.7844085423096],[-87.6656774797453,41.7844145035158],[-87.6656757716567,41.784345886327]]]]}",6016,6016,S,MARSHFIELD,AVE,WEST ENGLEWOOD,15,sold
20184140230000,20-18-414-023,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6656739902429,41.7842772687111],[-87.6661312058472,41.7842713079375],[-87.6661329144205,41.784339925124],[-87.6656757716567,41.784345886327],[-87.6656739902429,41.7842772687111]]]]}",6018,6018,S,MARSHFIELD,AVE,WEST ENGLEWOOD,15,sold
20184290060000,20-18-429-006,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6673130295972,41.7807353950687],[-87.6673112464873,41.7806667774233],[-87.6677663833035,41.7806607980475],[-87.6677681668987,41.7807294156894],[-87.6673130295972,41.7807353950687]]]]}",6213,6213,S,HERMITAGE,AVE,WEST ENGLEWOOD,15,sold
20184290070000,20-18-429-007,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6673112464873,41.7806667774233],[-87.6673094633802,41.7805981597771],[-87.6677646730349,41.7805921808295],[-87.6677663833035,41.7806607980475],[-87.6673112464873,41.7806667774233]]]]}",6219,6219,S,HERMITAGE,AVE,WEST ENGLEWOOD,15,sold
