pin14,pin,geom,full_address,community,ward
16133070260000,16-13-307-026-0000,01060000200F910100010000000103000000010000000500000040E17A948AA83141606666E698F03C41A099999971A83141C0CCCC4C98F03C41F051B81E6EA83141C0CCCC4C15F13C41A099991987A8314120AE47E115F13C4140E17A948AA83141606666E698F03C41,2852 W LEXINGTON ST,EAST GARFIELD PARK,28
16133070330000,16-13-307-033-0000,01060000200F9101000100000001030000000100000005000000A0703D8A39A93141A047E1FA9CF03C41A0703D8A20A93141606666669CF03C41F0285C0F1DA93141803D0A5719F13C41F0285C0F36A93141606666E619F13C41A0703D8A39A93141A047E1FA9CF03C41,2836 W LEXINGTON ST,EAST GARFIELD PARK,28
16133090280000,16-13-309-028-0000,01060000200F9101000100000001030000000100000005000000B047E1FA77A33141C0F5285C30EF3C41E07A142E74A331412085EB51ADEF3C4190C2F5288DA33141C0F528DCADEF3C41608FC2F590A33141606666E630EF3C41B047E1FA77A33141C0F5285C30EF3C41,3048 W POLK ST,EAST GARFIELD PARK,28
16133090350000,16-13-309-035-0000,01060000200F910100010000000103000000010000000500000010D7A3F026A4314100295C0F34EF3C41400AD72323A4314160B81E05B1EF3C41F051B81E3CA4314100295C8FB1EF3C41C01E85EB3FA43141A099999934EF3C4110D7A3F026A4314100295C0F34EF3C41,3030 W POLK ST,EAST GARFIELD PARK,28
16133100110000,16-13-310-011-0000,01060000200F9101000100000001030000000100000005000000C0F528DCD5A6314100295C8FCEEF3C41703D0AD7D1A63141E0A3703D4DF03C41A0999919ECA63141C0CCCCCC4DF03C41F051B89EEFA63141400AD723CFEF3C41C0F528DCD5A6314100295C8FCEEF3C41,2929 W LEXINGTON ST,EAST GARFIELD PARK,28
16133100120000,16-13-310-012-0000,01060000200F9101000100000001030000000100000005000000F051B89EEFA63141400AD723CFEF3C41A0999919ECA63141C0CCCCCC4DF03C41A099991905A73141803D0A574EF03C41F051B89E08A7314180EB51B8CFEF3C41F051B89EEFA63141400AD723CFEF3C41,2927 W LEXINGTON ST,EAST GARFIELD PARK,28
16133110140000,16-13-311-014-0000,01060000200F910100010000000103000000010000000600000090C2F5A8B9A93141606666E6E0EF3C41F0285C8FB8A93141606666E608F03C4130333333B6A93141C0F528DC5DF03C41E07A142ECEA93141C01E856B5EF03C41400AD7A3D1A93141C01E856BE1EF3C4190C2F5A8B9A93141606666E6E0EF3C41,2821 W LEXINGTON ST,EAST GARFIELD PARK,28
16133130190000,16-13-313-019-0000,01060000200F9101000100000001030000000100000005000000A0999919F5A43141400AD7A379EE3C41A0999919DCA4314140E17A1479EE3C4140E17A14D8A43141C0CCCCCCF5EE3C41A0999919F1A43141803D0A57F6EE3C41A0999919F5A43141400AD7A379EE3C41,3015 W POLK ST,EAST GARFIELD PARK,28
16133130240000,16-13-313-024-0000,01060000200F91010001000000010300000001000000050000008014AEC771A53141608FC2757CEE3C41D0CCCCCC58A53141606666E67BEE3C41A0703D0A55A53141608FC275F8EE3C4150B81E056EA53141A047E1FAF8EE3C418014AEC771A53141608FC2757CEE3C41,808 S SACRAMENTO AVE,EAST GARFIELD PARK,28
16133180170000,16-13-318-017-0000,01060000200F9101000100000001030000000100000005000000C0F5285C4DA7314140E17A943BED3C418014AEC749A731418014AEC7B8ED3C41305C8FC262A73141803D0A57B9ED3C41703D0A5766A73141400AD7233CED3C41C0F5285C4DA7314140E17A943BED3C41,2919 W ARTHINGTON ST,EAST GARFIELD PARK,28
16142000170000,16-14-200-017-0000,01060000200F9101000100000001030000000100000005000000608FC275CB96314180EB51B84FFB3C41608FC275C5963141400AD7A30EFC3C4140E17A94DE963141E0A3703D0FFC3C4140E17A94E49631412085EB5150FB3C41608FC275CB96314180EB51B84FFB3C41,3526 W MONROE ST,EAST GARFIELD PARK,28
16142020260000,16-14-202-026-0000,01060000200F9101000100000001030000000100000007000000608FC2F5339B314100D7A3F06AFB3C4150B81E85279B3141400AD7A36AFB3C41F051B89E239B3141400AD723E8FB3C41F0285C0F309B3141C0F5285CE8FB3C4100000000499B31412085EBD1E8FB3C4110AE47E14C9B3141A0703D8A6BFB3C41608FC2F5339B314100D7A3F06AFB3C41,3354 W MONROE ST,EAST GARFIELD PARK,28
16142020380000,16-14-202-038-0000,01060000200F9101000100000001030000000100000005000000C01E85EB649C3141C0CCCC4C72FB3C41608FC2F55E9C314180EB513832FC3C41C0F528DC779C3141E07A14AE32FC3C412085EBD17D9C3141606666E672FB3C41C01E85EB649C3141C0CCCC4C72FB3C41,3324 W MONROE ST,EAST GARFIELD PARK,28
16142040100000,16-14-204-010-0000,01060000200F9101000100000001030000000100000005000000C01E85EBA0963141403333B347FA3C41E07A142E9B96314160B81E85FEFA3C41E07A142EAF96314100000000FFFA3C41C01E85EBB4963141E07A142E48FA3C41C01E85EBA0963141403333B347FA3C41,3533 W MONROE ST,EAST GARFIELD PARK,28
16142040110000,16-14-204-011-0000,01060000200F9101000100000001030000000100000005000000C01E85EBB4963141E07A142E48FA3C41E07A142EAF96314100000000FFFA3C41E07A142EC3963141A047E17AFFFA3C41C01E85EBC896314180C2F5A848FA3C41C01E85EBB4963141E07A142E48FA3C41,3531 W MONROE ST,EAST GARFIELD PARK,28
16142050380000,16-14-205-038-0000,01060000200F9101000100000001030000000100000007000000303333335A9A31418014AEC798F93C418014AEC7469A3141C0CCCC4C98F93C41E07A142E419A3141606666E64CFA3C4150B81E85549A3141C0F5285C4DFA3C4150B81E056B9A3141C01E85EB4DFA3C41F051B89E709A31412085EB5199F93C41303333335A9A31418014AEC798F93C41,3406 W ADAMS ST,EAST GARFIELD PARK,28
16142050390000,16-14-205-039-0000,01060000200F910100010000000103000000010000000900000030333333739A314120AE476199F93C41F051B89E709A31412085EB5199F93C4150B81E056B9A3141C01E85EB4DFA3C4150B81E856D9A3141A047E1FA4DFA3C4150B81E85869A314140E17A944EFA3C41C01E85EBAF9A3141A09999994FFA3C4150B81E85B59A3141000000009BF93C41303333338C9A3141000000009AF93C4130333333739A314120AE476199F93C41,120 S HOMAN AVE,EAST GARFIELD PARK,28
16142060300000,16-14-206-030-0000,01060000200F91010001000000010300000001000000050000002085EBD1F09A31416066666674FA3C4140E17A14F09A3141C0F5285C8CFA3C4110AE4761759B314140E17A948FFA3C41F051B81E769B3141E051B89E77FA3C412085EBD1F09A31416066666674FA3C41,115 S HOMAN AVE,EAST GARFIELD PARK,28
16142060380000,16-14-206-038-0000,01060000200F9101000100000001030000000100000005000000E07A14AEA59B3141C0F528DCA0F93C41A0999919A09B31414033333355FA3C4100000000B99B3141C0CCCCCC55FA3C4140E17A94BE9B3141A047E17AA1F93C41E07A14AEA59B3141C0F528DCA0F93C41,3344 W ADAMS ST,EAST GARFIELD PARK,28
16142080090000,16-14-208-009-0000,01060000200F9101000100000001030000000100000005000000D0A370BDF9963141A0999999A4F83C41F0285C0FF596314100295C8F33F93C41F0285C0F0E97314180C2F52834F93C41D0A370BD1297314140333333A5F83C41D0A370BDF9963141A0999999A4F83C41,3525 W ADAMS ST,EAST GARFIELD PARK,28
16142080100000,16-14-208-010-0000,01060000200F9101000100000001030000000100000005000000D0A370BD1297314140333333A5F83C41F0285C0F0E97314180C2F52834F93C41F0285C0F279731418014AEC734F93C4180EB51B82B9731412085EBD1A5F83C41D0A370BD1297314140333333A5F83C41,3523 W ADAMS ST,EAST GARFIELD PARK,28
16142090310000,16-14-209-031-0000,01060000200F9101000100000001030000000100000005000000606666663A9931410000008010F83C41606666E635993141A09999999FF83C4110AE47E14E99314140333333A0F83C4110AE476153993141A099991911F83C41606666663A9931410000008010F83C41,3436 W JACKSON BLVD,EAST GARFIELD PARK,28
16142090350000,16-14-209-035-0000,01060000200F9101000100000001030000000100000005000000C0F5285C9E993141C01E85EB12F83C41C0F528DC99993141A0703D0AA2F83C41C0F528DCB2993141400AD7A3A2F83C41C0F5285CB799314160B81E8513F83C41C0F5285C9E993141C01E85EB12F83C41,3426 W JACKSON BLVD,EAST GARFIELD PARK,28
16142090430000,16-14-209-043-0000,01060000200F9101000100000001030000000100000005000000D0CCCC4C989A3141608FC2F518F83C41D0CCCCCC939A3141400AD723A8F83C41A0703D0ABD9A3141400AD723A9F83C41B047E17AC19A3141608FC2F519F83C41D0CCCC4C989A3141608FC2F518F83C41,3400 W JACKSON BLVD,EAST GARFIELD PARK,28
16142100230000,16-14-210-023-0000,01060000200F9101000100000001030000000100000007000000D0A3703D359B3141205C8FC21CF83C41C0F5285C1C9B314180C2F5281CF83C41C01E85EB179B314180EB51B8AAF83C41D0CCCCCC309B3141803D0A57ABF83C41303333B3499B314100D7A3F0ABF83C41F051B81E4E9B3141C0F5285C1DF83C41D0A3703D359B3141205C8FC21CF83C41,3358 W JACKSON BLVD,EAST GARFIELD PARK,28
16142140140000,16-14-214-014-0000,01060000200F9101000100000001030000000100000009000000A0703D0A839731412085EBD129F73C41F0285C8F7D973141E07A14AE29F73C4190C2F52879973141A0999999B5F73C41400AD7A37E973141E0A370BDB5F73C41F051B89E97973141803D0A57B6F73C4190C2F5289C973141608FC275B6F73C41F0285C8FA0973141A0703D8A2AF73C4150B81E059C97314100D7A3702AF73C41A0703D0A839731412085EBD129F73C41,3513 W JACKSON BLVD,EAST GARFIELD PARK,28
16142160210000,16-14-216-021-0000,01060000200F9101000100000001030000000100000007000000608FC2F5E7963141606666E663F53C41608FC2F5DE96314180EB51B863F53C41F0285C0FDE963141C0CCCC4CA2F53C4180EB5138E696314100000000A4F53C41A0999919FA963141400AD723A8F53C41B047E1FAFB963141803D0A5764F53C41608FC2F5E7963141606666E663F53C41,3544 W VAN BUREN ST,EAST GARFIELD PARK,28
16142160280000,16-14-216-028-0000,01060000200F9101000100000001030000000100000005000000C01E85EB9497314100295C8F67F53C418014AE4792973141C0F528DCC7F53C41303333B3A29731418014AE47CBF53C41C01E856BA5973141C01E85EB67F53C41C01E85EB9497314100295C8F67F53C41,3526 W VAN BUREN ST,EAST GARFIELD PARK,28
16142180060000,16-14-218-006-0000,01060000200F9101000100000001030000000100000006000000703D0A57559A3141E051B89E76F63C418014AE47DF99314180EB51B873F63C41A0703D8ADE993141E07A14AE8DF63C41000000004B9A3141803D0AD7B6F63C41E07A14AE539A3141A0703D0AB1F63C41703D0A57559A3141E051B89E76F63C41,331 S TRUMBULL AVE,EAST GARFIELD PARK,28
16142220140000,16-14-222-014-0000,01060000200F91010001000000010300000001000000050000002085EBD1A29C3141E0A370BD86F53C41B047E17AA09C314140333333EAF53C41B047E17AB99C3141C0CCCCCCEAF53C412085EBD1BB9C3141C0F5285C87F53C412085EBD1A29C3141E0A370BD86F53C41,3318 W VAN BUREN ST,EAST GARFIELD PARK,28
16142220170000,16-14-222-017-0000,01060000200F9101000100000001030000000100000005000000D0CCCCCCED9C3141A099999988F53C41B047E17AEB9C314100000000ECF53C41B047E17A049D3141E051B89EECF53C41D0CCCCCC069D314180EB513889F53C41D0CCCCCCED9C3141A099999988F53C41,3310 W VAN BUREN ST,EAST GARFIELD PARK,28
16142220210000,16-14-222-021-0000,01060000200F91010001000000010300000001000000050000008014AEC7519D314140E17A148BF53C41608FC2754F9D3141C01E856BEEF53C41B047E1FA679D314160B81E05EFF53C418014AEC76A9D3141403333B38BF53C418014AEC7519D314140E17A148BF53C41,3300 W VAN BUREN ST,EAST GARFIELD PARK,28
16142240200000,16-14-224-020-0000,01060000200F9101000100000001030000000100000005000000E07A14AEE597314180EB5138AAF43C4140E17A94E197314180C2F52827F53C41A0999999FA973141403333B327F53C41E07A14AEFE973141205C8FC2AAF43C41E07A14AEE597314180EB5138AAF43C41,3519 W VAN BUREN ST,EAST GARFIELD PARK,28
16142240220000,16-14-224-022-0000,01060000200F9101000100000001030000000100000005000000E07A14AE179831418014AE47ABF43C4140E17A941398314180EB513828F53C4140E17A942C983141205C8FC228F53C4190C2F5A8309831412085EBD1ABF43C41E07A14AE179831418014AE47ABF43C41,3515 W VAN BURREN ST,EAST GARFIELD PARK,28
16142270100000,16-14-227-010-0000,01060000200F9101000100000001030000000100000005000000303333332C9C3141C01E856BC4F43C4180EB5138139C31412085EBD1C3F43C41A0703D8A0F9C314100295C0F41F53C4150B81E85289C3141E07A14AE41F53C41303333332C9C3141C01E856BC4F43C41,3333 W VAN BUREN ST,EAST GARFIELD PARK,28
16143080190000,16-14-308-019-0000,01060000200F91010001000000010300000001000000050000008014AE47CA95314100000000CFF03C41D0CCCCCC4E95314180C2F528CCF03C4150B81E054E953141400AD723E5F03C4100000080C9953141A047E1FAE7F03C418014AE47CA95314100000000CFF03C41,708 S CENTRAL PARK AVE,EAST GARFIELD PARK,24
16143120060000,16-14-312-006-0000,01060000200F91010001000000010300000001000000070000002085EB512B9431412085EB5163EF3C412085EB5112943141E0A370BD62EF3C41B047E1FA0E943141E0A370BDDDEF3C41B047E1FA279431418014AE47DEEF3C41608FC2F540943141803D0AD7DEEF3C41D0CCCC4C44943141606666E663EF3C412085EB512B9431412085EB5163EF3C41,3641 W LEXINGTON ST,EAST GARFIELD PARK,24
16143120280000,16-14-312-028-0000,01060000200F9101000100000001030000000100000005000000305C8F424994314160B81E05D9EE3C4110D7A3F04594314100D7A3F053EF3C4140E17A145F94314160B81E8554EF3C416066666662943141E051B89ED9EE3C41305C8F424994314160B81E05D9EE3C41,3638 W POLK ST,EAST GARFIELD PARK,24
16144040010000,16-14-404-001-0000,01060000200F9101000100000001030000000100000005000000608FC2F586963141400AD7A31CF13C41B047E1FA09963141205C8FC219F13C41B047E1FA08963141E0A370BD39F13C41608FC2F585963141E051B89E3CF13C41608FC2F586963141400AD7A31CF13C41,701 S CENTRAL PARK AV,EAST GARFIELD PARK,24
16144070200000,16-14-407-020-0000,01060000200F9101000100000001030000000100000005000000608FC275099E3141A047E1FA61F03C41608FC275059E3141C0F5285CDDF03C4110D7A3701E9E314100D7A3F0DDF03C41608FC275229E314140E17A9462F03C41608FC275099E3141A047E1FA61F03C41,3252 W LEXINGTON ST,EAST GARFIELD PARK,24
16144070230000,16-14-407-023-0000,01060000200F9101000100000001030000000100000005000000608FC275549E3141205C8FC263F03C4110D7A370509E3141E051B81EDFF03C41C01E856B699E3141403333B3DFF03C4110D7A3706D9E3141C0F5285C64F03C41608FC275549E3141205C8FC263F03C41,3244 W LEXINGTON ST,EAST GARFIELD PARK,24
16144070240000,16-14-407-024-0000,01060000200F910100010000000103000000010000000500000010D7A3706D9E3141C0F5285C64F03C41C01E856B699E3141403333B3DFF03C4110D7A370829E31418014AE47E0F03C4110D7A370869E3141608FC2F564F03C4110D7A3706D9E3141C0F5285C64F03C41,3242 W LEXINGTON ST,EAST GARFIELD PARK,24
16144070260000,16-14-407-026-0000,01060000200F910100010000000103000000010000000500000010D7A3709F9E314100295C8F65F03C41C01E856B9B9E3141C0F528DCE0F03C41606666E6B59E3141A047E17AE1F03C41B047E1FAB99E3141E07A142E66F03C4110D7A3709F9E314100295C8F65F03C41,3238 W LEXINGTON ST,EAST GARFIELD PARK,24
16144070350000,16-14-407-035-0000,01060000200F9101000100000001030000000100000005000000C01E85EB819F3141608FC2F56AF03C41703D0AD77D9F314180C2F528E6F03C41E07A14AE999F31412085EBD1E6F03C41D0A370BD9D9F3141E051B89E6BF03C41C01E85EB819F3141608FC2F56AF03C41,3214 W LEXINGTON ST,EAST GARFIELD PARK,24
16144110050000,16-14-411-005-0000,01060000200F910100010000000103000000010000000500000010AE47E15E9E314160666666A4EF3C418014AEC75A9E3141606666E621F03C41305C8FC2729E3141608FC27522F03C41C0F528DC769E3141608FC2F5A4EF3C4110AE47E15E9E314160666666A4EF3C41,3245 W LEXINGTON ST,EAST GARFIELD PARK,24
16144110130000,16-14-411-013-0000,01060000200F9101000100000001030000000100000005000000A0999919409F3141E07A14AEA9EF3C41608FC2F53B9F31418014AE4727F03C41B047E1FA549F3141C0F528DC27F03C41F051B81E599F3141205C8F42AAEF3C41A0999919409F3141E07A14AEA9EF3C41,3223 W LEXINGTON ST,EAST GARFIELD PARK,24
16144110140000,16-14-411-014-0000,01060000200F9101000100000001030000000100000005000000F051B81E599F3141205C8F42AAEF3C41B047E1FA549F3141C0F528DC27F03C41608FC2F56D9F3141608FC27528F03C41A0999919729F3141803D0AD7AAEF3C41F051B81E599F3141205C8F42AAEF3C41,3221 W LEXINGTON ST,EAST GARFIELD PARK,24
16161010240000,16-16-101-024-0000,01060000200F9101000100000001030000000100000007000000E07A142EF364314180C2F5A893FA3C4180EB5138D864314160B81E0593FA3C41608FC2F5D3643141608FC2750FFB3C4190C2F528EF643141A099991910FB3C41400AD72308653141E07A14AE10FB3C4190C2F5280C653141E0A3703D94FA3C41E07A142EF364314180C2F5A893FA3C41,5448 WEST MONROE,AUSTIN,29
16161010250000,16-16-101-025-0000,01060000200F910100010000000103000000010000000500000090C2F5280C653141E0A3703D94FA3C41400AD72308653141E07A14AE10FB3C4190C2F528216531418014AE4711FB3C41E07A142E25653141803D0AD794FA3C4190C2F5280C653141E0A3703D94FA3C41,5446 W MONROE ST,AUSTIN,29
16161020160000,16-16-102-016-0000,01060000200F9101000100000001030000000100000005000000608FC275E5693141403333B3B1FA3C4110D7A370E1693141000000002EFB3C41C01E856B026A31418014AEC72EFB3C4110D7A370066A314160B81E85B2FA3C41608FC275E5693141403333B3B1FA3C41,5244 W MONROE ST,AUSTIN,29
16161040110000,16-16-104-011,01060000200F9101000100000001030000000100000005000000C01E856B0D663141E07A142EDCF93C41A0703D8A08663141E07A142E58FA3C41F0285C8F21663141205C8FC258FA3C41608FC275266631418014AEC7DCF93C41C01E856B0D663141E07A142EDCF93C41,5421 W MONROE ST,AUSTIN,29
16161180290000,16-16-118-029-0000,01060000200F910100010000000103000000010000000500000010AE47E16E683141A047E17A79F33C4110AE47E155683141606666E678F33C41E07A14AE51683141A0703D0AF4F33C41E07A14AE6A683141E051B89EF4F33C4110AE47E16E683141A047E17A79F33C41,5321 W VANBUREN,AUSTIN,29
16162210670000,16-16-221-067-0000,01060000200F910100010000000103000000010000000500000080EB5138A875314100295C8FF2F13C41F0285C0FA4753141803D0AD76FF23C41A0703D0ABD753141C01E856B70F23C4180EB5138C1753141400AD723F3F13C4180EB5138A875314100295C8FF2F13C41,4820 W HARRISON ST,AUSTIN,29
20073080530000,20-07-308-053,01060000200F9101000100000001030000000100000005000000B047E17AE2BE31412085EBD17A873C4100000080C7BE314180C2F5287A873C41608FC2F5C3BE314180EB51B8F1873C4110D7A3F0DEBE314120AE4761F2873C41B047E17AE2BE31412085EBD17A873C41,2124 W 52ND PL,NEW CITY,16
20073160160000,20-07-316-016,01060000200F9101000100000001030000000100000005000000F051B81EB6C03141A047E1FACE843C4190C2F528B5C03141A047E17AEF843C41703D0A5732C131418014AE47F2843C41D0CCCC4C33C131418014AEC7D1843C41F051B81EB6C03141A047E1FACE843C41,5346 S SEELEY AVE,NEW CITY,16
20073160170000,20-07-316-017,01060000200F9101000100000001030000000100000005000000C0F528DCB6C03141A047E1FAB5843C41F051B81EB6C03141A047E1FACE843C41D0CCCC4C33C131418014AEC7D1843C4150B81E0534C131418014AEC7B8843C41C0F528DCB6C03141A047E1FAB5843C41,5348 S SEELEY AVE,NEW CITY,16
20074010190000,20-07-401-019,01060000200F91010001000000010300000001000000050000008014AE475FC4314160B81E857A8A3C4190C2F5A8E2C3314100D7A3F0778A3C41608FC2F5E1C3314100D7A3F0908A3C41F0285C8F5EC4314160B81E85938A3C418014AE475FC4314160B81E857A8A3C41,5135 S WINCHESTER AVE,NEW CITY,16
20074080060000,20-07-408-006,01060000200F910100010000000103000000010000000500000010D7A370B5C23141E0A370BDB4883C4180EB51B8B4C23141E0A370BDCD883C4140E17A9428C33141606666E6CF883C41D0CCCC4C29C33141606666E6B6883C4110D7A370B5C23141E0A370BDB4883C41,5213 S DAMEN AVE,NEW CITY,16
20074110300000,20-07-411-030,01060000200F9101000100000001030000000100000005000000D0A370BD14C7314140E17A947E883C4150B81E0514C7314140E17A9497883C41C0F528DC90C73141C01E85EB99883C4140E17A9491C73141C01E85EB80883C41D0A370BD14C7314140E17A947E883C41,5220 S Wood ST,NEW CITY,16
20074120300000,20-07-412-030,01060000200F9101000100000001030000000100000005000000305C8FC25DC83141A0999919B6883C4140E17A145DC83141A0999919CF883C41E07A14AEDAC83141A0703D0AD1883C41C0F5285CDBC83141A0703D0AB8883C41305C8FC25DC83141A0999919B6883C41,5214 S HERMITAGE AVE,NEW CITY,16
20074120380000,20-07-412-038,01060000200F9101000100000001030000000100000005000000305C8F4263C83141A0999919EE873C4140E17A9462C83141A099991907883C4140E17A14E0C83141A0703D0A09883C41305C8FC2E0C83141A0703D0AF0873C41305C8F4263C83141A0999919EE873C41,5236 S HERMITAGE AVE,NEW CITY,16
20074130480000,20-07-413-048,01060000200F910100010000000103000000010000000500000090C2F528B5C9314180EB513814873C4100000080B4C931412085EB512C873C41400AD7A332CA3141A0703D8A2E873C412085EB5133CA3141E051B89E16873C4190C2F528B5C9314180EB513814873C41,5258 S PAULINA ST,NEW CITY,16
20074170160000,20-07-417-016,01060000200F910100010000000103000000010000000500000010AE47E184C431418014AEC746853C4140E17A9485C431418014AEC72D853C418014AEC708C43141803D0A572B853C4140E17A1408C43141803D0A5744853C4110AE47E184C431418014AEC746853C41,5337 S WINCHESTER AVE,NEW CITY,16
20074170260000,20-07-417-026,01060000200F910100010000000103000000010000000500000010D7A3F007C5314100295C8FA7863C41400AD7A308C53141A0703D8A8E863C418014AEC78BC43141A09999198C863C4140E17A148BC43141A0999919A5863C4110D7A3F007C5314100295C8FA7863C41,5302 S WOLCOTT AVE,NEW CITY,16
20074210010000,20-07-421-001,01060000200F9101000100000001030000000100000005000000B047E17A2BC9314100295C8FB6863C41D0CCCCCC2AC9314100295C8FCF863C41B047E1FAA8C93141A047E1FAD1863C41E07A14AEA9C93141A047E1FAB8863C41B047E17A2BC9314100295C8FB6863C41,5301 S HERMITAGE AVE,NEW CITY,16
20074210330000,20-07-421-033,01060000200F910100010000000103000000010000000500000080EB5138BDC93141E0A3703DF1853C4150B81E85BCC93141E0A3703D0A863C412085EBD13ACA314180C2F5A80C863C41A0703D8A3BCA314180C2F5A8F3853C4180EB5138BDC93141E0A3703DF1853C41,5320 S PAULINA ST,NEW CITY,16
20074300010000,20-07-430-001,01060000200F910100010000000103000000010000000500000080EB513806CB3141A0703D8A40843C4110D7A3F006CB3141A0703D8A27843C41400AD7A38ACA3141403333B324843C4110D7A3F089CA3141403333B33D843C4180EB513806CB3141A0703D8A40843C41,5401 S PAULINA ST,NEW CITY,16
20074300150000,20-07-430-015,01060000200F9101000100000001030000000100000005000000703D0A5710CB3141A0703D8AE2823C4140E17A1411CB3141A0703D8AC9823C41F0285C8F94CA3141403333B3C6823C41703D0AD793CA3141403333B3DF823C41703D0A5710CB3141A0703D8AE2823C41,5437 S PAULINA ST,NEW CITY,16
20074310080000,20-07-431-008,01060000200F91010001000000010300000001000000050000008014AEC752CC314100295C0F99833C4150B81E8553CC314100295C0F80833C4160666666DACB31418014AE477D833C4190C2F5A8D9CB31418014AE4796833C418014AEC752CC314100295C0F99833C41,5419 S MARSHFIELD AVE,NEW CITY,16
20081250230000,20-08-125-023,01060000200F91010001000000010300000001000000050000008014AE472ECF3141E07A14AE418E3C4110AE47E1B1CE3141000000803E8E3C4180EB5138B1CE314100000080568E3C41F051B89E2DCF3141E07A14AE598E3C418014AE472ECF3141E07A14AE418E3C41,5010 S LAFLIN ST,NEW CITY,20
20081250250000,20-08-125-025,01060000200F910100010000000103000000010000000500000040E17A942FCF3141E07A14AE118E3C41E07A142EB3CE3141000000800E8E3C4150B81E85B2CE314100000080268E3C4110D7A3F02ECF3141E07A14AE298E3C4140E17A942FCF3141E07A14AE118E3C41,5014 S LAFLIN ST,NEW CITY,20
20082130250000,20-08-213-025,01060000200F9101000100000001030000000100000005000000A0703D0AA0DF3141205C8F426A8F3C41C01E85EB86DF3141E051B89E698F3C41F051B89E83DF314140E17A14E68F3C41D0A370BD9CDF3141E07A14AEE68F3C41A0703D0AA0DF3141205C8F426A8F3C41,842 W 50TH ST,NEW CITY,20
20082130280000,20-08-213-028,01060000200F910100010000000103000000010000000500000060666666EBDF3141E0A3703D6C8F3C418014AE47D2DF314140E17A946B8F3C41B047E1FACEDF3141C0F528DCE78F3C41A0999919E8DF314100D7A370E88F3C4160666666EBDF3141E0A3703D6C8F3C41,834 W 50TH ST,NEW CITY,20
20082170270000,20-08-217-027,01060000200F91010001000000010300000001000000050000008014AEC720DC314180C2F5A8298E3C418014AE47A4DB314160666666268E3C41A0999999A3DB3141C0CCCC4C3F8E3C4140E17A1420DC314100295C8F428E3C418014AEC720DC314180C2F5A8298E3C41,5022 S MORGAN ST,NEW CITY,20
20082170280000,20-08-217-028,01060000200F9101000100000001030000000100000005000000B047E17A21DC3141205C8FC2108E3C41608FC2F5A4DB3141000000800D8E3C418014AE47A4DB314160666666268E3C418014AEC720DC314180C2F5A8298E3C41B047E17A21DC3141205C8FC2108E3C41,5024 S MORGAN ST,NEW CITY,20
20082170290000,20-08-217-029,01060000200F9101000100000001030000000100000005000000E07A142E22DC3141C0F528DCF78D3C41400AD7A3A5DB3141A0999999F48D3C41608FC2F5A4DB3141000000800D8E3C41B047E17A21DC3141205C8FC2108E3C41E07A142E22DC3141C0F528DCF78D3C41,5026 S MORGAN ST,NEW CITY,20
20082190160000,20-08-219-016,01060000200F910100010000000103000000010000000500000010AE476186E0314180EB5138B18E3C41D0A3703D6DE0314100295C8FB08E3C41C01E85EB69E0314160B81E852D8F3C41F0285C0F83E03141E07A142E2E8F3C4110AE476186E0314180EB5138B18E3C41,821 W 50TH ST,NEW CITY,20
20082190170000,20-08-219-017,01060000200F910100010000000103000000010000000500000050B81E859FE0314120AE47E1B18E3C4110AE476186E0314180EB5138B18E3C41F0285C0F83E03141E07A142E2E8F3C41303333339CE03141803D0AD72E8F3C4150B81E859FE0314120AE47E1B18E3C41,817 W 50TH ST,NEW CITY,20
20083000350000,20-08-300-035,01060000200F91010001000000010300000001000000050000008014AEC783CD314140E17A94998A3C41F051B81E83CD314140E17A94B18A3C4140E17A14FCCD31418014AEC7B48A3C41D0A370BDFCCD31418014AEC79C8A3C418014AEC783CD314140E17A94998A3C41,5136 S JUSTINE ST,NEW CITY,16
20083000400000,20-08-300-040,01060000200F9101000100000001030000000100000005000000A0703D0A87CD314140E17A94218A3C416066666686CD314140E17A94398A3C41C0F5285CFFCD31418014AEC73C8A3C410000000000CE31418014AEC7248A3C41A0703D0A87CD314140E17A94218A3C41,5146 S JUSTINE ST,NEW CITY,16
20083080200000,20-08-308-020,01060000200F91010001000000010300000001000000050000008014AEC78CCD31412085EB514F893C41A09999198CCD31412085EB5168893C41F0285C0F05CE3141608FC2756B893C41D0A370BD05CE3141608FC27552893C418014AEC78CCD31412085EB514F893C41,5204 S JUSTINE ST,NEW CITY,16
20083080210000,20-08-308-021,01060000200F9101000100000001030000000100000005000000B047E17A8DCD31412085EB5136893C418014AEC78CCD31412085EB514F893C41D0A370BD05CE3141608FC27552893C4110D7A37006CE3141608FC27539893C41B047E17A8DCD31412085EB5136893C41,5206 S JUSTINE ST,NEW CITY,16
20083080220000,20-08-308-022,01060000200F910100010000000103000000010000000500000090C2F5288ECD31412085EB511D893C41B047E17A8DCD31412085EB5136893C4110D7A37006CE3141608FC27539893C41F051B81E07CE3141608FC27520893C4190C2F5288ECD31412085EB511D893C41,5208 S JUSTINE ST,NEW CITY,16
20083080350000,20-08-308-035,01060000200F9101000100000001030000000100000005000000A0703D0A97CD3141A047E17AD7873C41C0F5285C96CD3141A0999999F0873C412085EB510FCE3141E0A370BDF3873C410000000010CE3141E051B89EDA873C41A0703D0A97CD3141A047E17AD7873C41,5238 S JUSTINE ST,NEW CITY,16
